Gene	Phase_rna	Circadian time Acrophase_rna	Phase_protein	Circadian time Acrophase_protein
NCU06578.7			0.0	12.0
NCU06581.7	16.0	5.06666666667		
NCU06585.7	12.0	0.8		
NCU06586.7	2.0	14.1333333333		
NCU06587.7	10.0	22.6666666667		
NCU06589.7	22.0	11.4666666667		
NCU06593.7	18.0	7.2		
NCU06597.7	14.0	2.93333333333		
NCU06601.7	12.0	0.8		
NCU06602.7	20.0	9.33333333333		
NCU06603.7	2.0	14.1333333333	4.0	16.2666666667
NCU06610.7	2.0	14.1333333333		
NCU06613.7	2.0	14.1333333333		
NCU06617.7			12.0	0.8
NCU06618.7	12.0	0.8		
NCU06619.7	20.0	9.33333333333		
NCU06622.7	2.0	14.1333333333	20.0	9.33333333333
NCU06623.7	6.0	18.4		
NCU06627.7	4.0	16.2666666667		
NCU06628.7	22.0	11.4666666667		
NCU06629.7	12.0	0.8		
NCU06630.7			8.0	20.5333333333
NCU06632.7	6.0	18.4		
NCU06637.7	12.0	0.8	12.0	0.8
NCU06643.7	12.0	0.8	14.0	2.93333333333
NCU06645.7	20.0	9.33333333333		
NCU06646.7			12.0	0.8
NCU06647.7			16.0	5.06666666667
NCU06649.7	0.0	12.0		
NCU06651.7	0.0	12.0		
NCU06652.7	10.0	22.6666666667		
NCU06655.7	8.0	20.5333333333		
NCU06656.7	8.0	20.5333333333		
NCU06658.7	4.0	16.2666666667	20.0	9.33333333333
NCU06661.7	6.0	18.4		
NCU06662.7	4.0	16.2666666667		
NCU06663.7			16.0	5.06666666667
NCU06664.7	10.0	22.6666666667		
NCU06666.7			2.0	14.1333333333
NCU06669.7	22.0	11.4666666667		
NCU06672.7	10.0	22.6666666667		
NCU06673.7	2.0	14.1333333333		
NCU06674.7	6.0	18.4		
NCU06676.7	10.0	22.6666666667		
NCU06677.7	14.0	2.93333333333		
NCU06679.7	4.0	16.2666666667		
NCU06682.7	12.0	0.8		
NCU06684.7			18.0	7.2
NCU06687.7	12.0	0.8	20.0	9.33333333333
NCU06688.7	20.0	9.33333333333		
NCU06697.7	20.0	9.33333333333	4.0	16.2666666667
NCU06699.7	6.0	18.4		
NCU06700.7			14.0	2.93333333333
NCU06710.7	4.0	16.2666666667		
NCU06712.7	6.0	18.4	0.0	12.0
NCU06717.7	16.0	5.06666666667	20.0	9.33333333333
NCU06721.7			4.0	16.2666666667
NCU06722.7	10.0	22.6666666667	20.0	9.33333333333
NCU06724.7			12.0	0.8
NCU06727.7	4.0	16.2666666667	18.0	7.2
NCU06729.7	18.0	7.2	0.0	12.0
NCU06731.7	18.0	7.2		
NCU06732.7	6.0	18.4		
NCU06737.7	22.0	11.4666666667		
NCU06738.7	14.0	2.93333333333	0.0	12.0
NCU06740.7			16.0	5.06666666667
NCU06743.7	6.0	18.4		
NCU06745.7			8.0	20.5333333333
NCU06746.7	10.0	22.6666666667	2.0	14.1333333333
NCU06747.7	20.0	9.33333333333		
NCU06751.7			4.0	16.2666666667
NCU06756.7	18.0	7.2		
NCU06759.7	10.0	22.6666666667		
NCU06760.7	10.0	22.6666666667	2.0	14.1333333333
NCU06761.7			20.0	9.33333333333
NCU06762.7	22.0	11.4666666667		
NCU06763.7			2.0	14.1333333333
NCU06766.7	12.0	0.8		
NCU06768.7	6.0	18.4	2.0	14.1333333333
NCU06769.7	4.0	16.2666666667		
NCU06771.7	20.0	9.33333333333	4.0	16.2666666667
NCU06772.7	22.0	11.4666666667		
NCU06774.7	20.0	9.33333333333		
NCU06776.7	2.0	14.1333333333		
NCU06777.7	20.0	9.33333333333		
NCU06780.7	16.0	5.06666666667		
NCU06781.7	0.0	12.0		
NCU06782.7	12.0	0.8		
NCU06783.7	6.0	18.4	4.0	16.2666666667
NCU06785.7	4.0	16.2666666667	6.0	18.4
NCU06786.7	2.0	14.1333333333	2.0	14.1333333333
NCU06787.7	20.0	9.33333333333		
NCU06793.7	0.0	12.0		
NCU06799.7	22.0	11.4666666667		
NCU06801.7	14.0	2.93333333333		
NCU06803.7	14.0	2.93333333333		
NCU06809.7	12.0	0.8		
NCU06812.7	2.0	14.1333333333		
NCU06821.7	18.0	7.2	12.0	0.8
NCU06824.7	20.0	9.33333333333		
NCU06832.7	18.0	7.2	22.0	11.4666666667
NCU06833.7	10.0	22.6666666667		
NCU06834.7	0.0	12.0		
NCU06836.7	18.0	7.2	12.0	0.8
NCU06838.7			2.0	14.1333333333
NCU06842.7			0.0	12.0
NCU06843.7	6.0	18.4	16.0	5.06666666667
NCU06844.7	12.0	0.8		
NCU06845.7	22.0	11.4666666667		
NCU06846.7	0.0	12.0		
NCU06847.7	4.0	16.2666666667		
NCU06850.7	0.0	12.0		
NCU06851.7	22.0	11.4666666667		
NCU06853.7	16.0	5.06666666667		
NCU06854.7	2.0	14.1333333333		
NCU06857.7	20.0	9.33333333333		
NCU06859.7			12.0	0.8
NCU06861.7	16.0	5.06666666667		
NCU06862.7	18.0	7.2	16.0	5.06666666667
NCU06864.7	16.0	5.06666666667		
NCU06868.7			22.0	11.4666666667
NCU06870.7	16.0	5.06666666667	2.0	14.1333333333
NCU06876.7	10.0	22.6666666667	0.0	12.0
NCU06877.7	6.0	18.4		
NCU06880.7	14.0	2.93333333333	2.0	14.1333333333
NCU06881.7	10.0	22.6666666667		
NCU06882.7	10.0	22.6666666667		
NCU06884.7	6.0	18.4		
NCU06890.7	12.0	0.8		
NCU06892.7	4.0	16.2666666667	10.0	22.6666666667
NCU06895.7	0.0	12.0		
NCU06906.7	14.0	2.93333333333		
NCU06907.7	14.0	2.93333333333		
NCU06908.7	8.0	20.5333333333		
NCU06910.7			0.0	12.0
NCU06911.7	10.0	22.6666666667		
NCU06912.7			4.0	16.2666666667
NCU06913.7	12.0	0.8		
NCU06914.7			0.0	12.0
NCU06915.7	14.0	2.93333333333	2.0	14.1333333333
NCU06918.7	4.0	16.2666666667		
NCU06923.7	22.0	11.4666666667	8.0	20.5333333333
NCU06924.7	22.0	11.4666666667	2.0	14.1333333333
NCU06926.7	20.0	9.33333333333		
NCU06928.7	22.0	11.4666666667		
NCU06929.7			2.0	14.1333333333
NCU06931.7	12.0	0.8		
NCU06934.7	18.0	7.2	6.0	18.4
NCU06935.7	6.0	18.4		
NCU06939.7	6.0	18.4	20.0	9.33333333333
NCU06940.7	6.0	18.4		
NCU06941.7			2.0	14.1333333333
NCU06943.7	18.0	7.2	12.0	0.8
NCU06944.7	18.0	7.2		
NCU06945.7	14.0	2.93333333333	0.0	12.0
NCU06946.7	14.0	2.93333333333		
NCU06948.7	0.0	12.0		
NCU06949.7	12.0	0.8		
NCU06951.7	22.0	11.4666666667		
NCU06957.7	10.0	22.6666666667		
NCU06958.7	6.0	18.4	12.0	0.8
NCU06959.7	2.0	14.1333333333	4.0	16.2666666667
NCU06960.7	12.0	0.8		
NCU06961.7	16.0	5.06666666667		
NCU06966.7			8.0	20.5333333333
NCU06970.7	20.0	9.33333333333	12.0	0.8
NCU06977.7	10.0	22.6666666667		
NCU06978.7	12.0	0.8		
NCU06980.7	4.0	16.2666666667		
NCU06981.7	16.0	5.06666666667		
NCU06986.7			4.0	16.2666666667
NCU06987.7	20.0	9.33333333333		
NCU06989.7	6.0	18.4		
NCU06990.7	22.0	11.4666666667		
NCU06991.7	22.0	11.4666666667		
NCU06994.7			0.0	12.0
NCU06998.7			20.0	9.33333333333
NCU06999.7	18.0	7.2		
NCU07001.7	0.0	12.0	2.0	14.1333333333
NCU07003.7	12.0	0.8	0.0	12.0
NCU07004.7	10.0	22.6666666667		
NCU07007.7	12.0	0.8		
NCU07009.7	14.0	2.93333333333		
NCU07010.7			12.0	0.8
NCU07011.7	4.0	16.2666666667		
NCU07014.7	6.0	18.4		
NCU07015.7	4.0	16.2666666667		
NCU07017.7	18.0	7.2		
NCU07018.7	18.0	7.2		
NCU07020.7	16.0	5.06666666667		
NCU07021.7	8.0	20.5333333333		
NCU07022.7	14.0	2.93333333333		
NCU07023.7	12.0	0.8		
NCU07024.7	2.0	14.1333333333		
NCU07027.7	12.0	0.8	0.0	12.0
NCU07028.7	10.0	22.6666666667		
NCU07030.7	10.0	22.6666666667		
NCU07032.7	14.0	2.93333333333		
NCU07033.7	12.0	0.8	14.0	2.93333333333
NCU07034.7	12.0	0.8		
NCU07035.7	12.0	0.8		
NCU07041.7	2.0	14.1333333333		
NCU07042.7	12.0	0.8		
NCU07049.7	16.0	5.06666666667		
NCU07050.7	14.0	2.93333333333		
NCU07051.7	12.0	0.8		
NCU07053.7	14.0	2.93333333333	0.0	12.0
NCU07057.7			2.0	14.1333333333
NCU07058.7	2.0	14.1333333333		
NCU07059.7	10.0	22.6666666667	0.0	12.0
NCU07061.7	10.0	22.6666666667	0.0	12.0
NCU07063.7	20.0	9.33333333333	4.0	16.2666666667
NCU07064.7	14.0	2.93333333333	14.0	2.93333333333
NCU07066.7	16.0	5.06666666667		
NCU07067.7	16.0	5.06666666667		
NCU07068.7	10.0	22.6666666667		
NCU07070.7	18.0	7.2		
NCU07073.7	2.0	14.1333333333		
NCU07075.7			4.0	16.2666666667
NCU07080.7	10.0	22.6666666667		
NCU07081.7	14.0	2.93333333333		
NCU07082.7			10.0	22.6666666667
NCU07083.7	6.0	18.4		
NCU07098.7	12.0	0.8		
NCU07100.7			0.0	12.0
NCU07107.7	10.0	22.6666666667		
NCU07108.7	18.0	7.2		
NCU07115.7	2.0	14.1333333333		
NCU07117.7	8.0	20.5333333333		
NCU07119.7	10.0	22.6666666667		
NCU07120.7	10.0	22.6666666667		
NCU07121.7	18.0	7.2		
NCU07124.7	20.0	9.33333333333		
NCU07125.7	14.0	2.93333333333		
NCU07129.7	20.0	9.33333333333	10.0	22.6666666667
NCU07130.7	20.0	9.33333333333		
NCU07138.7	14.0	2.93333333333		
NCU07139.7	22.0	11.4666666667		
NCU07140.7	20.0	9.33333333333		
NCU07141.7	20.0	9.33333333333		
NCU07142.7	12.0	0.8		
NCU07153.7	0.0	12.0		
NCU07157.7	12.0	0.8		
NCU07159.7	8.0	20.5333333333		
NCU07165.7	12.0	0.8		
NCU07166.7	22.0	11.4666666667		
NCU07167.7			10.0	22.6666666667
NCU07169.7	2.0	14.1333333333	6.0	18.4
NCU07170.7	4.0	16.2666666667		
NCU07171.7			20.0	9.33333333333
NCU07174.7			22.0	11.4666666667
NCU07175.7	4.0	16.2666666667		
NCU07176.7	2.0	14.1333333333		
NCU07178.7	4.0	16.2666666667		
NCU07182.7	6.0	18.4	10.0	22.6666666667
NCU07188.7	20.0	9.33333333333	2.0	14.1333333333
NCU07191.7	20.0	9.33333333333		
NCU07192.7			0.0	12.0
NCU07196.7	12.0	0.8		
NCU07200.7	6.0	18.4		
NCU07221.7	10.0	22.6666666667	20.0	9.33333333333
NCU07222.7	14.0	2.93333333333		
NCU07232.7	12.0	0.8		
NCU07233.7	10.0	22.6666666667		
NCU07240.7	10.0	22.6666666667	12.0	0.8
NCU07242.7			10.0	22.6666666667
NCU07252.7	12.0	0.8		
NCU07253.7	12.0	0.8		
NCU07257.7			6.0	18.4
NCU07259.7	22.0	11.4666666667		
NCU07262.7	4.0	16.2666666667		
NCU07263.7			12.0	0.8
NCU07264.7	4.0	16.2666666667		
NCU07266.7	6.0	18.4		
NCU07267.7	10.0	22.6666666667	2.0	14.1333333333
NCU07271.7	2.0	14.1333333333		
NCU07273.7	10.0	22.6666666667		
NCU07274.7	10.0	22.6666666667		
NCU07277.7	10.0	22.6666666667	20.0	9.33333333333
NCU07281.7	10.0	22.6666666667	0.0	12.0
NCU07286.7			0.0	12.0
NCU07287.7	6.0	18.4		
NCU07296.7	18.0	7.2	12.0	0.8
NCU07298.7	10.0	22.6666666667		
NCU07299.7	14.0	2.93333333333		
NCU07301.7	6.0	18.4		
NCU07305.7	8.0	20.5333333333		
NCU07307.7	4.0	16.2666666667		
NCU07308.7	22.0	11.4666666667		
NCU07310.7	12.0	0.8		
NCU07311.7	6.0	18.4		
NCU07313.7	0.0	12.0		
NCU07314.7	8.0	20.5333333333		
NCU07318.7	10.0	22.6666666667		
NCU07319.7			0.0	12.0
NCU07320.7			2.0	14.1333333333
NCU07322.7	12.0	0.8		
NCU07325.7	14.0	2.93333333333		
NCU07326.7	0.0	12.0		
NCU07331.7	4.0	16.2666666667		
NCU07332.7	10.0	22.6666666667	22.0	11.4666666667
NCU07333.7	12.0	0.8		
NCU07334.7	4.0	16.2666666667		
NCU07338.7	10.0	22.6666666667	20.0	9.33333333333
NCU07340.7	16.0	5.06666666667		
NCU07342.7	16.0	5.06666666667		
NCU07343.7	4.0	16.2666666667		
NCU07345.7	10.0	22.6666666667		
NCU07348.7	2.0	14.1333333333		
NCU07349.7	12.0	0.8	2.0	14.1333333333
NCU07352.7	6.0	18.4		
NCU07359.7	12.0	0.8		
NCU07360.7	6.0	18.4		
NCU07361.7	20.0	9.33333333333	14.0	2.93333333333
NCU07362.7	0.0	12.0	16.0	5.06666666667
NCU07363.7			12.0	0.8
NCU07365.7	4.0	16.2666666667	22.0	11.4666666667
NCU07367.7	2.0	14.1333333333	22.0	11.4666666667
NCU07374.7	10.0	22.6666666667		
NCU07379.7	22.0	11.4666666667	2.0	14.1333333333
NCU07380.7	4.0	16.2666666667	10.0	22.6666666667
NCU07384.7	22.0	11.4666666667		
NCU07385.7	8.0	20.5333333333		
NCU07386.7	4.0	16.2666666667		
NCU07387.7	18.0	7.2		
NCU07388.7	20.0	9.33333333333		
NCU07389.7	20.0	9.33333333333		
NCU07392.7	18.0	7.2		
NCU07393.7	4.0	16.2666666667		
NCU07396.7	16.0	5.06666666667		
NCU07398.7	8.0	20.5333333333		
NCU07399.7	22.0	11.4666666667		
NCU07400.7			18.0	7.2
NCU07402.7	14.0	2.93333333333		
NCU07404.7	20.0	9.33333333333	22.0	11.4666666667
NCU07405.7	4.0	16.2666666667		
NCU07406.7	8.0	20.5333333333		
NCU07407.7	2.0	14.1333333333		
NCU07408.7	6.0	18.4		
NCU07409.7	18.0	7.2		
NCU07411.7	14.0	2.93333333333		
NCU07413.7	6.0	18.4		
NCU07414.7	22.0	11.4666666667		
NCU07416.7	12.0	0.8		
NCU07417.7			12.0	0.8
NCU07418.7	2.0	14.1333333333		
NCU07419.7	10.0	22.6666666667		
NCU07421.7	6.0	18.4		
NCU07422.7	10.0	22.6666666667		
NCU07424.7	10.0	22.6666666667		
NCU07425.7	18.0	7.2		
NCU07430.7	18.0	7.2		
NCU07432.7	20.0	9.33333333333		
NCU07433.7	10.0	22.6666666667		
NCU07434.7	2.0	14.1333333333	2.0	14.1333333333
NCU07436.7			14.0	2.93333333333
NCU07437.7	6.0	18.4		
NCU07439.7			0.0	12.0
NCU07440.7	6.0	18.4		
NCU07442.7	16.0	5.06666666667		
NCU07446.7	4.0	16.2666666667	0.0	12.0
NCU07448.7	8.0	20.5333333333		
NCU07452.7			4.0	16.2666666667
NCU07453.7	2.0	14.1333333333	4.0	16.2666666667
NCU07456.7	16.0	5.06666666667		
NCU07459.7	4.0	16.2666666667	2.0	14.1333333333
NCU07460.7	16.0	5.06666666667		
NCU07465.7	10.0	22.6666666667		
NCU07467.7	10.0	22.6666666667	0.0	12.0
NCU07468.7	12.0	0.8	0.0	12.0
NCU07474.7	14.0	2.93333333333		
NCU07478.7	8.0	20.5333333333		
NCU07481.7	14.0	2.93333333333	22.0	11.4666666667
NCU07482.7	4.0	16.2666666667		
NCU07484.7	0.0	12.0		
NCU07491.7	20.0	9.33333333333		
NCU07493.7			2.0	14.1333333333
NCU07495.7	10.0	22.6666666667	22.0	11.4666666667
NCU07503.7			10.0	22.6666666667
NCU07504.7			2.0	14.1333333333
NCU07506.7	12.0	0.8	12.0	0.8
NCU07511.7	4.0	16.2666666667		
NCU07521.7	22.0	11.4666666667		
NCU07523.7	22.0	11.4666666667	6.0	18.4
NCU07532.7	12.0	0.8		
NCU07533.7	12.0	0.8		
NCU07534.7	18.0	7.2		
NCU07535.7	18.0	7.2		
NCU07537.7	16.0	5.06666666667		
NCU07539.7	22.0	11.4666666667		
NCU07540.7	18.0	7.2		
NCU07541.7	12.0	0.8		
NCU07543.7	18.0	7.2		
NCU07544.7			2.0	14.1333333333
NCU07547.7	2.0	14.1333333333		
NCU07548.7	14.0	2.93333333333		
NCU07549.7	6.0	18.4		
NCU07550.7	10.0	22.6666666667	0.0	12.0
NCU07551.7	10.0	22.6666666667	12.0	0.8
NCU07553.7	18.0	7.2	4.0	16.2666666667
NCU07556.7			4.0	16.2666666667
NCU07558.7	8.0	20.5333333333		
NCU07560.7	2.0	14.1333333333	12.0	0.8
NCU07562.7	4.0	16.2666666667	6.0	18.4
NCU07564.7	14.0	2.93333333333		
NCU07567.7	2.0	14.1333333333		
NCU07568.7	8.0	20.5333333333		
NCU07569.7	14.0	2.93333333333		
NCU07572.7	0.0	12.0		
NCU07575.7	16.0	5.06666666667		
NCU07580.7	2.0	14.1333333333	0.0	12.0
NCU07585.7			2.0	14.1333333333
NCU07587.7	8.0	20.5333333333		
NCU07590.7	18.0	7.2	22.0	11.4666666667
NCU07606.7			14.0	2.93333333333
NCU07607.7	10.0	22.6666666667		
NCU07608.7	12.0	0.8		
NCU07609.7	10.0	22.6666666667		
NCU07616.7	6.0	18.4		
NCU07626.7	12.0	0.8		
NCU07652.7	18.0	7.2		
NCU07657.7	10.0	22.6666666667		
NCU07659.7			2.0	14.1333333333
NCU07661.7	10.0	22.6666666667		
NCU07665.7	16.0	5.06666666667		
NCU07668.7	22.0	11.4666666667		
NCU07670.7	22.0	11.4666666667	2.0	14.1333333333
NCU07672.7	16.0	5.06666666667		
NCU07675.7	18.0	7.2		
NCU07678.7	18.0	7.2		
NCU07679.7	4.0	16.2666666667		
NCU07682.7	14.0	2.93333333333		
NCU07688.7	18.0	7.2		
NCU07691.7	10.0	22.6666666667		
NCU07692.7	18.0	7.2		
NCU07694.7	6.0	18.4		
NCU07697.7	4.0	16.2666666667		
NCU07699.7	6.0	18.4		
NCU07700.7	2.0	14.1333333333		
NCU07701.7			18.0	7.2
NCU07702.7	12.0	0.8		
NCU07710.7	12.0	0.8		
NCU07712.7	12.0	0.8		
NCU07713.7	16.0	5.06666666667		
NCU07714.7			4.0	16.2666666667
NCU07716.7	16.0	5.06666666667		
NCU07717.7	4.0	16.2666666667		
NCU07719.7	12.0	0.8		
NCU07721.7	2.0	14.1333333333		
NCU07723.7	10.0	22.6666666667	0.0	12.0
NCU07724.7	2.0	14.1333333333		
NCU07725.7	0.0	12.0		
NCU07726.7	4.0	16.2666666667		
NCU07727.7	12.0	0.8	6.0	18.4
NCU07730.7	12.0	0.8		
NCU07731.7	2.0	14.1333333333		
NCU07732.7			10.0	22.6666666667
NCU07733.7	6.0	18.4		
NCU07734.7			0.0	12.0
NCU07735.7	0.0	12.0		
NCU07736.7	18.0	7.2		
NCU07737.7	16.0	5.06666666667	18.0	7.2
NCU07738.7	10.0	22.6666666667		
NCU07739.7	16.0	5.06666666667		
NCU07740.7	10.0	22.6666666667		
NCU07741.7	4.0	16.2666666667		
NCU07743.7	22.0	11.4666666667		
NCU07747.7	14.0	2.93333333333		
NCU07751.7	14.0	2.93333333333		
NCU07755.7	18.0	7.2		
NCU07756.7	22.0	11.4666666667		
NCU07762.7	12.0	0.8		
NCU07767.7	18.0	7.2		
NCU07768.7	6.0	18.4		
NCU07769.7	6.0	18.4		
NCU07773.7	10.0	22.6666666667	0.0	12.0
NCU07775.7			20.0	9.33333333333
NCU07776.7	12.0	0.8		
NCU07782.7	10.0	22.6666666667		
NCU07783.7	14.0	2.93333333333		
NCU07787.7	8.0	20.5333333333		
NCU07791.7	12.0	0.8		
NCU07794.7	4.0	16.2666666667		
NCU07795.7	18.0	7.2		
NCU07798.7	6.0	18.4		
NCU07802.7	6.0	18.4	14.0	2.93333333333
NCU07804.7	4.0	16.2666666667		
NCU07806.7	14.0	2.93333333333		
NCU07807.7	0.0	12.0		
NCU07811.7	12.0	0.8		
NCU07814.7	4.0	16.2666666667		
NCU07816.7	16.0	5.06666666667		
NCU07817.7			4.0	16.2666666667
NCU07818.7	12.0	0.8		
NCU07821.7	12.0	0.8		
NCU07826.7	4.0	16.2666666667		
NCU07827.7	6.0	18.4		
NCU07829.7	4.0	16.2666666667	16.0	5.06666666667
NCU07830.7	6.0	18.4		
NCU07831.7	4.0	16.2666666667		
NCU07832.7			6.0	18.4
NCU07839.7	0.0	12.0		
NCU07840.7	22.0	11.4666666667		
NCU07842.7	22.0	11.4666666667		
NCU07846.7	22.0	11.4666666667	4.0	16.2666666667
NCU07849.7	10.0	22.6666666667	18.0	7.2
NCU07850.7	22.0	11.4666666667		
NCU07852.7	2.0	14.1333333333		
NCU07855.7	6.0	18.4	2.0	14.1333333333
NCU07857.7	6.0	18.4	16.0	5.06666666667
NCU07859.7	0.0	12.0		
NCU07860.7	12.0	0.8	2.0	14.1333333333
NCU07868.7			12.0	0.8
NCU07869.7	20.0	9.33333333333		
NCU07870.7	6.0	18.4		
NCU07871.7	20.0	9.33333333333		
NCU07872.7	8.0	20.5333333333		
NCU07874.7	4.0	16.2666666667		
NCU07875.7	8.0	20.5333333333		
NCU07876.7	0.0	12.0		
NCU07878.7	4.0	16.2666666667		
NCU07879.7			4.0	16.2666666667
NCU07880.7	0.0	12.0		
NCU07881.7	20.0	9.33333333333		
NCU07883.7	8.0	20.5333333333	10.0	22.6666666667
NCU07884.7			2.0	14.1333333333
NCU07885.7	0.0	12.0		
NCU07887.7	16.0	5.06666666667		
NCU07888.7	12.0	0.8		
NCU07889.7			2.0	14.1333333333
NCU07891.7	4.0	16.2666666667		
NCU07895.7	0.0	12.0		
NCU07904.7	4.0	16.2666666667		
NCU07906.7	10.0	22.6666666667		
NCU07907.7	12.0	0.8		
NCU07910.7			0.0	12.0
NCU07911.7	6.0	18.4		
NCU07914.7			18.0	7.2
NCU07915.7	12.0	0.8		
NCU07921.7	14.0	2.93333333333		
NCU07922.7	22.0	11.4666666667		
NCU07923.7	12.0	0.8		
NCU07925.7	12.0	0.8	20.0	9.33333333333
NCU07926.7	18.0	7.2		
NCU07927.7	10.0	22.6666666667		
NCU07929.7	4.0	16.2666666667		
NCU07930.7	4.0	16.2666666667		
NCU07931.7			0.0	12.0
NCU07933.7			12.0	0.8
NCU07935.7	12.0	0.8		
NCU07936.7	4.0	16.2666666667		
NCU07938.7	20.0	9.33333333333		
NCU07940.7	12.0	0.8		
NCU07941.7	20.0	9.33333333333		
NCU07945.7	8.0	20.5333333333		
NCU07947.7	10.0	22.6666666667		
NCU07948.7	6.0	18.4		
NCU07949.7			6.0	18.4
NCU07951.7	20.0	9.33333333333		
NCU07952.7	20.0	9.33333333333	6.0	18.4
NCU07953.7	22.0	11.4666666667		
NCU07956.7	2.0	14.1333333333		
NCU07958.7	10.0	22.6666666667	10.0	22.6666666667
NCU07959.7			2.0	14.1333333333
NCU07962.7	12.0	0.8	20.0	9.33333333333
NCU07965.7			0.0	12.0
NCU07971.7			20.0	9.33333333333
NCU07972.7			0.0	12.0
NCU07974.7	22.0	11.4666666667		
NCU07976.7	18.0	7.2		
NCU07977.7	18.0	7.2		
NCU07981.7	10.0	22.6666666667		
NCU07985.7	6.0	18.4		
NCU07988.7	0.0	12.0	2.0	14.1333333333
NCU07991.7	14.0	2.93333333333		
NCU07992.7	14.0	2.93333333333		
NCU07993.7	14.0	2.93333333333		
NCU07994.7	22.0	11.4666666667		
NCU07996.7			6.0	18.4
NCU07997.7	18.0	7.2	0.0	12.0
NCU07998.7			22.0	11.4666666667
NCU07999.7	22.0	11.4666666667		
NCU08000.7	18.0	7.2		
NCU08001.7			18.0	7.2
NCU08003.7	2.0	14.1333333333		
NCU08004.7	10.0	22.6666666667		
NCU08005.7	0.0	12.0		
NCU08008.7	16.0	5.06666666667	0.0	12.0
NCU08009.7			8.0	20.5333333333
NCU08013.7	18.0	7.2		
NCU08017.7	16.0	5.06666666667		
NCU08018.7	8.0	20.5333333333		
NCU08021.7	10.0	22.6666666667		
NCU08022.7	0.0	12.0		
NCU08023.7	10.0	22.6666666667		
NCU08026.7	6.0	18.4	10.0	22.6666666667
NCU08033.7	12.0	0.8		
NCU08035.7	10.0	22.6666666667		
NCU08037.7	16.0	5.06666666667		
NCU08038.7	6.0	18.4		
NCU08040.7	4.0	16.2666666667	12.0	0.8
NCU08044.7	10.0	22.6666666667	18.0	7.2
NCU08046.7	6.0	18.4	6.0	18.4
NCU08048.7	14.0	2.93333333333		
NCU08049.7	12.0	0.8		
NCU08050.7	14.0	2.93333333333		
NCU08052.7			8.0	20.5333333333
NCU08057.7	10.0	22.6666666667	6.0	18.4
NCU08058.7	0.0	12.0		
NCU08060.7	2.0	14.1333333333		
NCU08062.7	22.0	11.4666666667		
NCU08064.7	12.0	0.8	14.0	2.93333333333
NCU08066.7	22.0	11.4666666667		
NCU08068.7	0.0	12.0		
NCU08070.7	12.0	0.8	0.0	12.0
NCU08071.7			12.0	0.8
NCU08090.7	10.0	22.6666666667		
NCU08091.7	12.0	0.8		
NCU08092.7			10.0	22.6666666667
NCU08093.7	14.0	2.93333333333		
NCU08094.7			18.0	7.2
NCU08095.7	10.0	22.6666666667	20.0	9.33333333333
NCU08099.7	6.0	18.4		
NCU08102.7	20.0	9.33333333333		
NCU08110.7	10.0	22.6666666667	6.0	18.4
NCU08111.7	6.0	18.4	2.0	14.1333333333
NCU08112.7	6.0	18.4		
NCU08117.7	12.0	0.8		
NCU08119.7	4.0	16.2666666667	14.0	2.93333333333
NCU08120.7	0.0	12.0		
NCU08121.7	16.0	5.06666666667		
NCU08124.7	16.0	5.06666666667		
NCU08125.7	16.0	5.06666666667		
NCU08126.7	10.0	22.6666666667		
NCU08133.7	10.0	22.6666666667		
NCU08135.7	6.0	18.4		
NCU08136.7			8.0	20.5333333333
NCU08138.7	16.0	5.06666666667	2.0	14.1333333333
NCU08145.7	12.0	0.8		
NCU08146.7	12.0	0.8	14.0	2.93333333333
NCU08147.7	6.0	18.4		
NCU08148.7	4.0	16.2666666667		
NCU08151.7	4.0	16.2666666667		
NCU08153.7	14.0	2.93333333333		
NCU08155.7	6.0	18.4		
NCU08157.7	12.0	0.8		
NCU08158.7			2.0	14.1333333333
NCU08159.7	16.0	5.06666666667		
NCU08167.7			0.0	12.0
NCU08168.7	10.0	22.6666666667		
NCU08169.7	22.0	11.4666666667		
NCU08170.7	22.0	11.4666666667		
NCU08171.7	2.0	14.1333333333		
NCU08173.7	6.0	18.4		
NCU08174.7	6.0	18.4		
NCU08176.7	14.0	2.93333333333		
NCU08179.7	10.0	22.6666666667		
NCU08186.7	0.0	12.0		
NCU08187.7	8.0	20.5333333333		
NCU08190.7	12.0	0.8		
NCU08197.7	10.0	22.6666666667		
NCU08217.7			2.0	14.1333333333
NCU08218.7	0.0	12.0		
NCU08224.7	4.0	16.2666666667		
NCU08229.7	4.0	16.2666666667		
NCU08231.7			4.0	16.2666666667
NCU08233.7	4.0	16.2666666667		
NCU08237.7	8.0	20.5333333333		
NCU08250.7	18.0	7.2		
NCU08257.7	22.0	11.4666666667		
NCU08267.7	16.0	5.06666666667		
NCU08272.7	4.0	16.2666666667	12.0	0.8
NCU08276.7			0.0	12.0
NCU08277.7	4.0	16.2666666667		
NCU08280.7	16.0	5.06666666667	0.0	12.0
NCU08281.7	22.0	11.4666666667		
NCU08282.7			20.0	9.33333333333
NCU08290.7	20.0	9.33333333333		
NCU08291.7	22.0	11.4666666667	2.0	14.1333333333
NCU08293.7			0.0	12.0
NCU08295.7	2.0	14.1333333333		
NCU08296.7	4.0	16.2666666667	2.0	14.1333333333
NCU08297.7			22.0	11.4666666667
NCU08298.7	12.0	0.8		
NCU08299.7	0.0	12.0	4.0	16.2666666667
NCU08300.7			22.0	11.4666666667
